run_id,query_id,pipeline_id,is_correct,total_error,interaction_term,dominant_fault,dominant_fault_confidence,phi_scope,phi_facts,phi_aggregation
926accaa67ac178533fa6e253450406f,0077e9de-3578-56fa-9f19-be075dbc5dfe,P1-wrong-scope,True,0.0,0.0,none,0.0,0.0,0.0,0.0
2a1adea90ed76f8eef7dced5beffce7a,0077e9de-3578-56fa-9f19-be075dbc5dfe,P2-wrong-facts,True,0.0,0.0,none,0.0,0.0,0.0,0.0
ff5478d95d154cacbb385ca0e61cb839,0077e9de-3578-56fa-9f19-be075dbc5dfe,P3-wrong-aggregation,False,0.5,0.0,scope,0.25,0.25,0.25,0.0
a063aaeba2730750295a2e2b55fc336d,0077e9de-3578-56fa-9f19-be075dbc5dfe,P4-compound-scope-facts,True,0.0,0.0,none,0.0,0.0,0.0,0.0
696aca1588b7a36b5f1abc90cf97efc1,0077e9de-3578-56fa-9f19-be075dbc5dfe,P5-full-compound,True,0.0,0.0,none,0.0,0.0,0.0,0.0
4a5fe7134ebed2f2de0d9ae9b160a05a,0077e9de-3578-56fa-9f19-be075dbc5dfe,gnn-extractor,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
5a3328f99b9f80d334b415289fe6f1a8,c728a7b3-3b8c-5f1a-adf9-3c2bc024d58f,P0-deterministic-scope-baseline,True,0.0,0.0,none,0.0,0.0,0.0,0.0
7f6ff18b3fcd88faac00a0ba84333acf,c728a7b3-3b8c-5f1a-adf9-3c2bc024d58f,P1-wrong-scope,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
1f077d7183e5c260bf11b7e69b045b0e,c728a7b3-3b8c-5f1a-adf9-3c2bc024d58f,P2-wrong-facts,True,0.0,0.0,none,0.0,0.0,0.0,0.0
a36739655677d52ef5aacb761cc64dc5,c728a7b3-3b8c-5f1a-adf9-3c2bc024d58f,P3-wrong-aggregation,True,0.0,0.0,none,0.0,0.0,0.0,0.0
ed07daa56c2524b789eea3355f14db94,c728a7b3-3b8c-5f1a-adf9-3c2bc024d58f,P4-compound-scope-facts,False,1.0,0.0,scope,0.5,0.5,0.5,0.0
